configurations,google pixel format, model format, energy_efficiency estimated
100010-2-1,[1- 0- 0- 0- 1- 0- 2- 1],0-1-0-0-0-0-1-0-1-1,8421723554.754406
100010-3-1,[1- 0- 0- 0- 1- 0- 3- 1],0-1-0-0-0-0-1-0-1-1,8421723554.754406
020022-3-0,[0- 2- 0- 0- 2- 2- 3- 0],1-0-1-0-0-2-1-1-1-0,8418278162.0584755
200220-2-0,[2- 0- 0- 2- 2- 0- 2- 0],1-1-0-0-1-1-1-0-1-0,8418097743.163301
003300-1-1,[0- 0- 3- 3- 0- 0- 1- 1],2-0-0-1-1-0-0-0-1-1,8416718200.565404
003300-2-1,[0- 0- 3- 3- 0- 0- 2- 1],2-0-0-1-1-0-0-0-1-1,8416718200.565404
003300-3-1,[0- 0- 3- 3- 0- 0- 3- 1],2-0-0-1-1-0-0-0-1-1,8416718200.565404
033003-1-3,[0- 3- 3- 0- 0- 3- 1- 3],2-0-1-1-0-2-0-1-1-1,8413481206.547132
033003-2-3,[0- 3- 3- 0- 0- 3- 2- 3],2-0-1-1-0-2-0-1-1-1,8413481206.547132
033003-3-3,[0- 3- 3- 0- 0- 3- 3- 3],2-0-1-1-0-2-0-1-1-1,8413481206.547132
222000-1-2,[2- 2- 2- 0- 0- 0- 1- 2],1-1-1-1-0-1-0-0-1-1,8410993454.374982
222000-2-2,[2- 2- 2- 0- 0- 0- 2- 2],1-1-1-1-0-1-0-0-1-1,8410993454.374982
222000-3-2,[2- 2- 2- 0- 0- 0- 3- 2],1-1-1-1-0-1-0-0-1-1,8410993454.374982
020202-0-1,[0- 2- 0- 2- 0- 2- 0- 1],1-0-1-0-1-0-0-1-0-1,8407921781.314262
001010-1-1,[0- 0- 1- 0- 1- 0- 1- 1],0-0-0-1-0-0-1-0-1-1,8405660209.968918
001010-2-1,[0- 0- 1- 0- 1- 0- 2- 1],0-0-0-1-0-0-1-0-1-1,8405660209.968918
001010-3-1,[0- 0- 1- 0- 1- 0- 3- 1],0-0-0-1-0-0-1-0-1-1,8405660209.968918
111100-0-3,[1- 1- 1- 1- 0- 0- 0- 3],0-1-1-1-1-2-0-0-0-1,8403016209.394
002220-3-0,[0- 0- 2- 2- 2- 0- 3- 0],1-0-0-1-1-2-1-0-1-0,8401851336.131688
303300-0-1,[3- 0- 3- 3- 0- 0- 0- 1],2-1-0-1-1-0-0-0-0-1,8392751266.826888
330030-1-3,[3- 3- 0- 0- 3- 0- 1- 3],2-1-1-0-0-2-1-0-1-1,8389804580.941425
330030-2-3,[3- 3- 0- 0- 3- 0- 2- 3],2-1-1-0-0-2-1-0-1-1,8389804580.941425
330030-3-3,[3- 3- 0- 0- 3- 0- 3- 3],2-1-1-0-0-2-1-0-1-1,8389804580.941425
003303-2-0,[0- 0- 3- 3- 0- 3- 2- 0],2-0-0-1-1-1-0-1-1-0,8389471016.389374
020220-1-0,[0- 2- 0- 2- 2- 0- 1- 0],1-0-1-0-1-0-1-0-1-0,8389244451.24169
030300-1-2,[0- 3- 0- 3- 0- 0- 1- 2],2-0-1-0-1-1-0-0-1-1,8388996293.800785
030300-2-2,[0- 3- 0- 3- 0- 0- 2- 2],2-0-1-0-1-1-0-0-1-1,8388996293.800785
030300-3-2,[0- 3- 0- 3- 0- 0- 3- 2],2-0-1-0-1-1-0-0-1-1,8388996293.800785
002002-1-1,[0- 0- 2- 0- 0- 2- 1- 1],1-0-0-1-0-0-0-1-1-1,8388883288.375221
002002-2-1,[0- 0- 2- 0- 0- 2- 2- 1],1-0-0-1-0-0-0-1-1-1,8388883288.375221
002002-3-1,[0- 0- 2- 0- 0- 2- 3- 1],1-0-0-1-0-0-0-1-1-1,8388883288.375221
033003-1-1,[0- 3- 3- 0- 0- 3- 1- 1],2-0-1-1-0-0-0-1-1-1,8386702029.8273735
033003-2-1,[0- 3- 3- 0- 0- 3- 2- 1],2-0-1-1-0-0-0-1-1-1,8386702029.8273735
033003-3-1,[0- 3- 3- 0- 0- 3- 3- 1],2-0-1-1-0-0-0-1-1-1,8386702029.8273735
300300-1-1,[3- 0- 0- 3- 0- 0- 1- 1],2-1-0-0-1-0-0-0-1-1,8380565890.570619
300300-2-1,[3- 0- 0- 3- 0- 0- 2- 1],2-1-0-0-1-0-0-0-1-1,8380565890.570619
300300-3-1,[3- 0- 0- 3- 0- 0- 3- 1],2-1-0-0-1-0-0-0-1-1,8380565890.570619
110100-1-1,[1- 1- 0- 1- 0- 0- 1- 1],0-1-1-0-1-0-0-0-1-1,8372437068.953339
110100-2-1,[1- 1- 0- 1- 0- 0- 2- 1],0-1-1-0-1-0-0-0-1-1,8372437068.953339
110100-3-1,[1- 1- 0- 1- 0- 0- 3- 1],0-1-1-0-1-0-0-0-1-1,8372437068.953339
222020-2-0,[2- 2- 2- 0- 2- 0- 2- 0],1-1-1-1-0-1-1-0-1-0,8370082226.799529
100011-3-0,[1- 0- 0- 0- 1- 1- 3- 0],0-1-0-0-0-2-1-1-1-0,8369624429.775094
300003-1-2,[3- 0- 0- 0- 0- 3- 1- 2],2-1-0-0-0-1-0-1-1-1,8367205689.298319
300003-2-2,[3- 0- 0- 0- 0- 3- 2- 2],2-1-0-0-0-1-0-1-1-1,8367205689.298319
300003-3-2,[3- 0- 0- 0- 0- 3- 3- 2],2-1-0-0-0-1-0-1-1-1,8367205689.298319
030330-2-0,[0- 3- 0- 3- 3- 0- 2- 0],2-0-1-0-1-1-1-0-1-0,8363368079.76432
100101-0-2,[1- 0- 0- 1- 0- 1- 0- 2],0-1-0-0-1-1-0-1-0-1,8360228849.892505
010011-3-0,[0- 1- 0- 0- 1- 1- 3- 0],0-0-1-0-0-2-1-1-1-0,8358368858.666301
001011-0-3,[0- 0- 1- 0- 1- 1- 0- 3],0-0-0-1-0-2-1-1-0-1,8357031259.654458
022202-0-0,[0- 2- 2- 2- 0- 2- 0- 0],1-0-1-1-1-1-0-1-0-0,8354254075.065234
001011-2-0,[0- 0- 1- 0- 1- 1- 2- 0],0-0-0-1-0-1-1-1-1-0,8349177003.736451
333003-0-3,[3- 3- 3- 0- 0- 3- 0- 3],2-1-1-1-0-2-0-1-0-1,8346665317.05968
010010-1-1,[0- 1- 0- 0- 1- 0- 1- 1],0-0-1-0-0-0-1-0-1-1,8346057954.848566
010010-2-1,[0- 1- 0- 0- 1- 0- 2- 1],0-0-1-0-0-0-1-0-1-1,8346057954.848566
010010-3-1,[0- 1- 0- 0- 1- 0- 3- 1],0-0-1-0-0-0-1-0-1-1,8346057954.848566
110101-0-1,[1- 1- 0- 1- 0- 1- 0- 1],0-1-1-0-1-0-0-1-0-1,8340767795.073183
002022-3-0,[0- 0- 2- 0- 2- 2- 3- 0],1-0-0-1-0-2-1-1-1-0,8337132446.597083
020020-1-3,[0- 2- 0- 0- 2- 0- 1- 3],1-0-1-0-0-2-1-0-1-1,8336115548.216321
020020-2-3,[0- 2- 0- 0- 2- 0- 2- 3],1-0-1-0-0-2-1-0-1-1,8336115548.216321
020020-3-3,[0- 2- 0- 0- 2- 0- 3- 3],1-0-1-0-0-2-1-0-1-1,8336115548.216321
030303-0-1,[0- 3- 0- 3- 0- 3- 0- 1],2-0-1-0-1-0-0-1-0-1,8332645864.323277
003300-1-3,[0- 0- 3- 3- 0- 0- 1- 3],2-0-0-1-1-2-0-0-1-1,8331492301.215501
003300-2-3,[0- 0- 3- 3- 0- 0- 2- 3],2-0-0-1-1-2-0-0-1-1,8331492301.215501
003300-3-3,[0- 0- 3- 3- 0- 0- 3- 3],2-0-0-1-1-2-0-0-1-1,8331492301.215501
101101-1-0,[1- 0- 1- 1- 0- 1- 1- 0],0-1-0-1-1-0-0-1-1-0,8330841903.649517
222200-1-0,[2- 2- 2- 2- 0- 0- 1- 0],1-1-1-1-1-0-0-0-1-0,8328015635.561244
003303-3-0,[0- 0- 3- 3- 0- 3- 3- 0],2-0-0-1-1-2-0-1-1-0,8323037605.136957
033300-0-1,[0- 3- 3- 3- 0- 0- 0- 1],2-0-1-1-1-0-0-0-0-1,8319921118.629712
300330-2-0,[3- 0- 0- 3- 3- 0- 2- 0],2-1-0-0-1-1-1-0-1-0,8316819153.8492775
100010-1-3,[1- 0- 0- 0- 1- 0- 1- 3],0-1-0-0-0-2-1-0-1-1,8314906081.291886
100010-2-3,[1- 0- 0- 0- 1- 0- 2- 3],0-1-0-0-0-2-1-0-1-1,8314906081.291886
100010-3-3,[1- 0- 0- 0- 1- 0- 3- 3],0-1-0-0-0-2-1-0-1-1,8314906081.291886
020200-1-1,[0- 2- 0- 2- 0- 0- 1- 1],1-0-1-0-1-0-0-0-1-1,8309020357.361343
020200-2-1,[0- 2- 0- 2- 0- 0- 2- 1],1-0-1-0-1-0-0-0-1-1,8309020357.361343
020200-3-1,[0- 2- 0- 2- 0- 0- 3- 1],1-0-1-0-1-0-0-0-1-1,8309020357.361343
003033-0-2,[0- 0- 3- 0- 3- 3- 0- 2],2-0-0-1-0-1-1-1-0-1,8307868693.286875
000111-1-0,[0- 0- 0- 1- 1- 1- 1- 0],0-0-0-0-1-0-1-1-1-0,8307096371.016691
300033-0-1,[3- 0- 0- 0- 3- 3- 0- 1],2-1-0-0-0-0-1-1-0-1,8304652181.90652
202202-0-0,[2- 0- 2- 2- 0- 2- 0- 0],1-1-0-1-1-1-0-1-0-0,8301506925.0482
222020-1-0,[2- 2- 2- 0- 2- 0- 1- 0],1-1-1-1-0-0-1-0-1-0,8301472345.977647
111001-0-3,[1- 1- 1- 0- 0- 1- 0- 3],0-1-1-1-0-2-0-1-0-1,8298504497.185206
100011-0-1,[1- 0- 0- 0- 1- 1- 0- 1],0-1-0-0-0-0-1-1-0-1,8295919324.35932
020022-1-0,[0- 2- 0- 0- 2- 2- 1- 0],1-0-1-0-0-0-1-1-1-0,8293556304.139834
002020-1-3,[0- 0- 2- 0- 2- 0- 1- 3],1-0-0-1-0-2-1-0-1-1,8293234150.449229
002020-2-3,[0- 0- 2- 0- 2- 0- 2- 3],1-0-0-1-0-2-1-0-1-1,8293234150.449229
002020-3-3,[0- 0- 2- 0- 2- 0- 3- 3],1-0-0-1-0-2-1-0-1-1,8293234150.449229
011101-1-0,[0- 1- 1- 1- 0- 1- 1- 0],0-0-1-1-1-0-0-1-1-0,8292905999.471802
333030-0-3,[3- 3- 3- 0- 3- 0- 0- 3],2-1-1-1-0-2-1-0-0-1,8291870258.71057
010010-1-3,[0- 1- 0- 0- 1- 0- 1- 3],0-0-1-0-0-2-1-0-1-1,8288023194.265838
010010-2-3,[0- 1- 0- 0- 1- 0- 2- 3],0-0-1-0-0-2-1-0-1-1,8288023194.265838
010010-3-3,[0- 1- 0- 0- 1- 0- 3- 3],0-0-1-0-0-2-1-0-1-1,8288023194.265838
222002-3-0,[2- 2- 2- 0- 0- 2- 3- 0],1-1-1-1-0-2-0-1-1-0,8275726627.7807665
222002-0-1,[2- 2- 2- 0- 0- 2- 0- 1],1-1-1-1-0-0-0-1-0-1,8271980071.483737
222002-2-0,[2- 2- 2- 0- 0- 2- 2- 0],1-1-1-1-0-1-0-1-1-0,8270635288.432704
333033-0-0,[3- 3- 3- 0- 3- 3- 0- 0],2-1-1-1-0-2-1-1-0-0,8269096408.083435
222000-1-3,[2- 2- 2- 0- 0- 0- 1- 3],1-1-1-1-0-2-0-0-1-1,8265334194.234658
222000-2-3,[2- 2- 2- 0- 0- 0- 2- 3],1-1-1-1-0-2-0-0-1-1,8265334194.234658
222000-3-3,[2- 2- 2- 0- 0- 0- 3- 3],1-1-1-1-0-2-0-0-1-1,8265334194.234658
110110-1-0,[1- 1- 0- 1- 1- 0- 1- 0],0-1-1-0-1-0-1-0-1-0,8263303650.671897
030303-3-0,[0- 3- 0- 3- 0- 3- 3- 0],2-0-1-0-1-2-0-1-1-0,8255956363.37636
110111-0-0,[1- 1- 0- 1- 1- 1- 0- 0],0-1-1-0-1-0-1-1-0-0,8252171940.879493
100011-1-0,[1- 0- 0- 0- 1- 1- 1- 0],0-1-0-0-0-0-1-1-1-0,8251810627.797311
030330-1-0,[0- 3- 0- 3- 3- 0- 1- 0],2-0-1-0-1-0-1-0-1-0,8250546291.850171
001101-0-2,[0- 0- 1- 1- 0- 1- 0- 2],0-0-0-1-1-1-0-1-0-1,8249480757.242855
202220-0-0,[2- 0- 2- 2- 2- 0- 0- 0],1-1-0-1-1-1-1-0-0-0,8246772097.467452
200220-3-0,[2- 0- 0- 2- 2- 0- 3- 0],1-1-0-0-1-2-1-0-1-0,8244945333.292918
030300-1-3,[0- 3- 0- 3- 0- 0- 1- 3],2-0-1-0-1-2-0-0-1-1,8242881493.202097
030300-2-3,[0- 3- 0- 3- 0- 0- 2- 3],2-0-1-0-1-2-0-0-1-1,8242881493.202097
030300-3-3,[0- 3- 0- 3- 0- 0- 3- 3],2-0-1-0-1-2-0-0-1-1,8242881493.202097
003033-0-1,[0- 0- 3- 0- 3- 3- 0- 1],2-0-0-1-0-0-1-1-0-1,8241763705.046319
200220-1-0,[2- 0- 0- 2- 2- 0- 1- 0],1-1-0-0-1-0-1-0-1-0,8240128176.111988
100100-1-3,[1- 0- 0- 1- 0- 0- 1- 3],0-1-0-0-1-2-0-0-1-1,8234521482.177087
100100-2-3,[1- 0- 0- 1- 0- 0- 2- 3],0-1-0-0-1-2-0-0-1-1,8234521482.177087
100100-3-3,[1- 0- 0- 1- 0- 0- 3- 3],0-1-0-0-1-2-0-0-1-1,8234521482.177087
300330-1-0,[3- 0- 0- 3- 3- 0- 1- 0],2-1-0-0-1-0-1-0-1-0,8231903087.809976
001110-0-2,[0- 0- 1- 1- 1- 0- 0- 2],0-0-0-1-1-1-1-0-0-1,8222867065.522205
020002-1-1,[0- 2- 0- 0- 0- 2- 1- 1],1-0-1-0-0-0-0-1-1-1,8220323241.376572
020002-2-1,[0- 2- 0- 0- 0- 2- 2- 1],1-0-1-0-0-0-0-1-1-1,8220323241.376572
020002-3-1,[0- 2- 0- 0- 0- 2- 3- 1],1-0-1-0-0-0-0-1-1-1,8220323241.376572
001011-0-1,[0- 0- 1- 0- 1- 1- 0- 1],0-0-0-1-0-0-1-1-0-1,8216298387.934814
111100-0-2,[1- 1- 1- 1- 0- 0- 0- 2],0-1-1-1-1-1-0-0-0-1,8214192114.298017
001001-1-1,[0- 0- 1- 0- 0- 1- 1- 1],0-0-0-1-0-0-0-1-1-1,8208826557.205231
001001-2-1,[0- 0- 1- 0- 0- 1- 2- 1],0-0-0-1-0-0-0-1-1-1,8208826557.205231
001001-3-1,[0- 0- 1- 0- 0- 1- 3- 1],0-0-0-1-0-0-0-1-1-1,8208826557.205231
030303-2-0,[0- 3- 0- 3- 0- 3- 2- 0],2-0-1-0-1-1-0-1-1-0,8208702973.287241
303330-0-0,[3- 0- 3- 3- 3- 0- 0- 0],2-1-0-1-1-2-1-0-0-0,8207950840.210804
220200-0-3,[2- 2- 0- 2- 0- 0- 0- 3],1-1-1-0-1-2-0-0-0-1,8206186345.602168
003030-1-1,[0- 0- 3- 0- 3- 0- 1- 1],2-0-0-1-0-0-1-0-1-1,8204238900.356524
003030-2-1,[0- 0- 3- 0- 3- 0- 2- 1],2-0-0-1-0-0-1-0-1-1,8204238900.356524
003030-3-1,[0- 0- 3- 0- 3- 0- 3- 1],2-0-0-1-0-0-1-0-1-1,8204238900.356524
001011-3-0,[0- 0- 1- 0- 1- 1- 3- 0],0-0-0-1-0-2-1-1-1-0,8201164007.280801
100100-1-2,[1- 0- 0- 1- 0- 0- 1- 2],0-1-0-0-1-1-0-0-1-1,8200909975.607705
100100-2-2,[1- 0- 0- 1- 0- 0- 2- 2],0-1-0-0-1-1-0-0-1-1,8200909975.607705
100100-3-2,[1- 0- 0- 1- 0- 0- 3- 2],0-1-0-0-1-1-0-0-1-1,8200909975.607705
010110-0-2,[0- 1- 0- 1- 1- 0- 0- 2],0-0-1-0-1-1-1-0-0-1,8200845105.616624
300030-1-1,[3- 0- 0- 0- 3- 0- 1- 1],2-1-0-0-0-0-1-0-1-1,8197395018.635303
300030-2-1,[3- 0- 0- 0- 3- 0- 2- 1],2-1-0-0-0-0-1-0-1-1,8197395018.635303
300030-3-1,[3- 0- 0- 0- 3- 0- 3- 1],2-1-0-0-0-0-1-0-1-1,8197395018.635303
010101-0-2,[0- 1- 0- 1- 0- 1- 0- 2],0-0-1-0-1-1-0-1-0-1,8192116886.841393
300003-1-3,[3- 0- 0- 0- 0- 3- 1- 3],2-1-0-0-0-2-0-1-1-1,8188153339.718906
300003-2-3,[3- 0- 0- 0- 0- 3- 2- 3],2-1-0-0-0-2-0-1-1-1,8188153339.718906
300003-3-3,[3- 0- 0- 0- 0- 3- 3- 3],2-1-0-0-0-2-0-1-1-1,8188153339.718906
200202-1-0,[2- 0- 0- 2- 0- 2- 1- 0],1-1-0-0-1-0-0-1-1-0,8182434463.022957
002202-1-0,[0- 0- 2- 2- 0- 2- 1- 0],1-0-0-1-1-0-0-1-1-0,8181346548.738388
300033-0-3,[3- 0- 0- 0- 3- 3- 0- 3],2-1-0-0-0-2-1-1-0-1,8177560915.651201
001011-1-0,[0- 0- 1- 0- 1- 1- 1- 0],0-0-0-1-0-0-1-1-1-0,8176907317.571983
202002-0-3,[2- 0- 2- 0- 0- 2- 0- 3],1-1-0-1-0-2-0-1-0-1,8172501725.277373
300030-1-2,[3- 0- 0- 0- 3- 0- 1- 2],2-1-0-0-0-1-1-0-1-1,8172479391.600128
300030-2-2,[3- 0- 0- 0- 3- 0- 2- 2],2-1-0-0-0-1-1-0-1-1,8172479391.600128
300030-3-2,[3- 0- 0- 0- 3- 0- 3- 2],2-1-0-0-0-1-1-0-1-1,8172479391.600128
333003-0-1,[3- 3- 3- 0- 0- 3- 0- 1],2-1-1-1-0-0-0-1-0-1,8171088125.455832
003330-3-0,[0- 0- 3- 3- 3- 0- 3- 0],2-0-0-1-1-2-1-0-1-0,8167811863.961212
100101-3-0,[1- 0- 0- 1- 0- 1- 3- 0],0-1-0-0-1-2-0-1-1-0,8162042923.768224
001010-1-3,[0- 0- 1- 0- 1- 0- 1- 3],0-0-0-1-0-2-1-0-1-1,8161871021.981843
001010-2-3,[0- 0- 1- 0- 1- 0- 2- 3],0-0-0-1-0-2-1-0-1-1,8161871021.981843
001010-3-3,[0- 0- 1- 0- 1- 0- 3- 3],0-0-0-1-0-2-1-0-1-1,8161871021.981843
010011-1-0,[0- 1- 0- 0- 1- 1- 1- 0],0-0-1-0-0-0-1-1-1-0,8161761665.177087
010011-0-1,[0- 1- 0- 0- 1- 1- 0- 1],0-0-1-0-0-0-1-1-0-1,8161361325.62549
010110-0-3,[0- 1- 0- 1- 1- 0- 0- 3],0-0-1-0-1-2-1-0-0-1,8160869036.475772
330300-0-2,[3- 3- 0- 3- 0- 0- 0- 2],2-1-1-0-1-1-0-0-0-1,8160830195.572197
202002-0-2,[2- 0- 2- 0- 0- 2- 0- 2],1-1-0-1-0-1-0-1-0-1,8158247532.367705
030033-0-2,[0- 3- 0- 0- 3- 3- 0- 2],2-0-1-0-0-1-1-1-0-1,8151662923.7818165
010001-1-1,[0- 1- 0- 0- 0- 1- 1- 1],0-0-1-0-0-0-0-1-1-1,8146233968.305574
010001-2-1,[0- 1- 0- 0- 0- 1- 2- 1],0-0-1-0-0-0-0-1-1-1,8146233968.305574
010001-3-1,[0- 1- 0- 0- 0- 1- 3- 1],0-0-1-0-0-0-0-1-1-1,8146233968.305574
222000-1-1,[2- 2- 2- 0- 0- 0- 1- 1],1-1-1-1-0-0-0-0-1-1,8143374522.418017
222000-2-1,[2- 2- 2- 0- 0- 0- 2- 1],1-1-1-1-0-0-0-0-1-1,8143374522.418017
222000-3-1,[2- 2- 2- 0- 0- 0- 3- 1],1-1-1-1-0-0-0-0-1-1,8143374522.418017
333030-1-0,[3- 3- 3- 0- 3- 0- 1- 0],2-1-1-1-0-0-1-0-1-0,8141352669.717722
010100-1-3,[0- 1- 0- 1- 0- 0- 1- 3],0-0-1-0-1-2-0-0-1-1,8140256764.556718
010100-2-3,[0- 1- 0- 1- 0- 0- 2- 3],0-0-1-0-1-2-0-0-1-1,8140256764.556718
010100-3-3,[0- 1- 0- 1- 0- 0- 3- 3],0-0-1-0-1-2-0-0-1-1,8140256764.556718
111001-0-2,[1- 1- 1- 0- 0- 1- 0- 2],0-1-1-1-0-1-0-1-0-1,8134045709.687141
111010-0-2,[1- 1- 1- 0- 1- 0- 0- 2],0-1-1-1-0-1-1-0-0-1,8132153911.364468
000202-0-3,[0- 0- 0- 2- 0- 2- 0- 3],1-0-0-0-1-2-0-1-0-1,8127390346.037182
300003-1-1,[3- 0- 0- 0- 0- 3- 1- 1],2-1-0-0-0-0-0-1-1-1,8126977718.448352
300003-2-1,[3- 0- 0- 0- 0- 3- 2- 1],2-1-0-0-0-0-0-1-1-1,8126977718.448352
300003-3-1,[3- 0- 0- 0- 0- 3- 3- 1],2-1-0-0-0-0-0-1-1-1,8126977718.448352
001100-1-2,[0- 0- 1- 1- 0- 0- 1- 2],0-0-0-1-1-1-0-0-1-1,8121477760.455231
001100-2-2,[0- 0- 1- 1- 0- 0- 2- 2],0-0-0-1-1-1-0-0-1-1,8121477760.455231
001100-3-2,[0- 0- 1- 1- 0- 0- 3- 2],0-0-0-1-1-1-0-0-1-1,8121477760.455231
330303-0-0,[3- 3- 0- 3- 0- 3- 0- 0],2-1-1-0-1-2-0-1-0-0,8116296064.912096
330300-0-3,[3- 3- 0- 3- 0- 0- 0- 3],2-1-1-0-1-2-0-0-0-1,8116252521.616501
001110-0-3,[0- 0- 1- 1- 1- 0- 0- 3],0-0-0-1-1-2-1-0-0-1,8112901389.733227
001100-1-3,[0- 0- 1- 1- 0- 0- 1- 3],0-0-0-1-1-2-0-0-1-1,8109577101.8448105
001100-2-3,[0- 0- 1- 1- 0- 0- 2- 3],0-0-0-1-1-2-0-0-1-1,8109577101.8448105
001100-3-3,[0- 0- 1- 1- 0- 0- 3- 3],0-0-0-1-1-2-0-0-1-1,8109577101.8448105
030300-1-1,[0- 3- 0- 3- 0- 0- 1- 1],2-0-1-0-1-0-0-0-1-1,8104010240.728194
030300-2-1,[0- 3- 0- 3- 0- 0- 2- 1],2-0-1-0-1-0-0-0-1-1,8104010240.728194
030300-3-1,[0- 3- 0- 3- 0- 0- 3- 1],2-0-1-0-1-0-0-0-1-1,8104010240.728194
010101-3-0,[0- 1- 0- 1- 0- 1- 3- 0],0-0-1-0-1-2-0-1-1-0,8101669531.423875
030330-3-0,[0- 3- 0- 3- 3- 0- 3- 0],2-0-1-0-1-2-1-0-1-0,8101424185.008453
110101-1-0,[1- 1- 0- 1- 0- 1- 1- 0],0-1-1-0-1-0-0-1-1-0,8100876083.622798
022020-0-2,[0- 2- 2- 0- 2- 0- 0- 2],1-0-1-1-0-1-1-0-0-1,8090728307.527595
333030-2-0,[3- 3- 3- 0- 3- 0- 2- 0],2-1-1-1-0-1-1-0-1-0,8090593785.562767
222020-3-0,[2- 2- 2- 0- 2- 0- 3- 0],1-1-1-1-0-2-1-0-1-0,8089789700.417556
003030-1-2,[0- 0- 3- 0- 3- 0- 1- 2],2-0-0-1-0-1-1-0-1-1,8088646484.864264
003030-2-2,[0- 0- 3- 0- 3- 0- 2- 2],2-0-0-1-0-1-1-0-1-1,8088646484.864264
003030-3-2,[0- 0- 3- 0- 3- 0- 3- 2],2-0-0-1-0-1-1-0-1-1,8088646484.864264
300303-1-0,[3- 0- 0- 3- 0- 3- 1- 0],2-1-0-0-1-0-0-1-1-0,8083320395.75784
010100-1-2,[0- 1- 0- 1- 0- 0- 1- 2],0-0-1-0-1-1-0-0-1-1,8082408634.414054
010100-2-2,[0- 1- 0- 1- 0- 0- 2- 2],0-0-1-0-1-1-0-0-1-1,8082408634.414054
010100-3-2,[0- 1- 0- 1- 0- 0- 3- 2],0-0-1-0-1-1-0-0-1-1,8082408634.414054
300033-2-0,[3- 0- 0- 0- 3- 3- 2- 0],2-1-0-0-0-1-1-1-1-0,8074451987.918464
022200-0-1,[0- 2- 2- 2- 0- 0- 0- 1],1-0-1-1-1-0-0-0-0-1,8073803479.225424
220200-0-2,[2- 2- 0- 2- 0- 0- 0- 2],1-1-1-0-1-1-0-0-0-1,8073705881.179416
100110-0-2,[1- 0- 0- 1- 1- 0- 0- 2],0-1-0-0-1-1-1-0-0-1,8072651409.815812
003303-1-0,[0- 0- 3- 3- 0- 3- 1- 0],2-0-0-1-1-0-0-1-1-0,8068378511.841205
202200-0-1,[2- 0- 2- 2- 0- 0- 0- 1],1-1-0-1-1-0-0-0-0-1,8065938220.721781
001101-3-0,[0- 0- 1- 1- 0- 1- 3- 0],0-0-0-1-1-2-0-1-1-0,8063299470.822293
333000-1-2,[3- 3- 3- 0- 0- 0- 1- 2],2-1-1-1-0-1-0-0-1-1,8062606528.995188
333000-2-2,[3- 3- 3- 0- 0- 0- 2- 2],2-1-1-1-0-1-0-0-1-1,8062606528.995188
333000-3-2,[3- 3- 3- 0- 0- 0- 3- 2],2-1-1-1-0-1-0-0-1-1,8062606528.995188
202020-0-2,[2- 0- 2- 0- 2- 0- 0- 2],1-1-0-1-0-1-1-0-0-1,8057702396.502927
100110-0-3,[1- 0- 0- 1- 1- 0- 0- 3],0-1-0-0-1-2-1-0-0-1,8037315403.499204
300330-3-0,[3- 0- 0- 3- 3- 0- 3- 0],2-1-0-0-1-2-1-0-1-0,8026574660.465553
111010-0-3,[1- 1- 1- 0- 1- 0- 0- 3],0-1-1-1-0-2-1-0-0-1,8023344776.554105
111001-3-0,[1- 1- 1- 0- 0- 1- 3- 0],0-1-1-1-0-2-0-1-1-0,7999883967.735832
020202-1-0,[0- 2- 0- 2- 0- 2- 1- 0],1-0-1-0-1-0-0-1-1-0,7994543113.841715
003033-0-3,[0- 0- 3- 0- 3- 3- 0- 3],2-0-0-1-0-2-1-1-0-1,7993851624.130842
022020-0-1,[0- 2- 2- 0- 2- 0- 0- 1],1-0-1-1-0-0-1-0-0-1,7987051804.589975
100101-2-0,[1- 0- 0- 1- 0- 1- 2- 0],0-1-0-0-1-1-0-1-1-0,7981044273.20177
000001-1-3,[0- 0- 0- 0- 0- 1- 1- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
000001-2-3,[0- 0- 0- 0- 0- 1- 2- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
000001-3-3,[0- 0- 0- 0- 0- 1- 3- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
000002-1-3,[0- 0- 0- 0- 0- 2- 1- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
000002-2-3,[0- 0- 0- 0- 0- 2- 2- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
000002-3-3,[0- 0- 0- 0- 0- 2- 3- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
000003-1-3,[0- 0- 0- 0- 0- 3- 1- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
000003-2-3,[0- 0- 0- 0- 0- 3- 2- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
000003-3-3,[0- 0- 0- 0- 0- 3- 3- 3],0-0-0-0-0-2-0-1-1-1,7980018366.88675
111000-1-2,[1- 1- 1- 0- 0- 0- 1- 2],0-1-1-1-0-1-0-0-1-1,7979760162.542192
111000-2-2,[1- 1- 1- 0- 0- 0- 2- 2],0-1-1-1-0-1-0-0-1-1,7979760162.542192
111000-3-2,[1- 1- 1- 0- 0- 0- 3- 2],0-1-1-1-0-1-0-0-1-1,7979760162.542192
202020-0-1,[2- 0- 2- 0- 2- 0- 0- 1],1-1-0-1-0-0-1-0-0-1,7976488360.168121
300033-1-0,[3- 0- 0- 0- 3- 3- 1- 0],2-1-0-0-0-0-1-1-1-0,7976352045.365032
